"죄종별","생활정도별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"폭행","실부무모","범죄자[명]","명","950","1127","1162","1303","1452","1832","1812","1629","1711","1536",
"폭행","실모계부","범죄자[명]","명","91","126","117","130","133","209","183","179","174","150",
"폭행","실모무부","범죄자[명]","명","3258","3556","3708","3896","4198","5084","5036","4806","4765","4247",
"폭행","계부무모","범죄자[명]","명","24","19","30","19","18","21","21","14","35","19",
"폭행","계모무부","범죄자[명]","명","39","42","45","40","31","67","36","45","66","36",
"폭행","무부모","범죄자[명]","명","2854","3009","3055","3208","3558","4089","4081","4150","4246","3987",
"폭행","미상","범죄자[명]","명","78978","79592","79378","85087","95385","105095","103565","98302","94112","80650",
"체포·감금","생활정도","범죄자[명]","명","969","1113","1086","1118","1226","1687","1911","1608","1654","1695",
"체포·감금","하류","범죄자[명]","명","353","419","386","372","432","672","675","534","599","550",
"체포·감금","중류","범죄자[명]","명","235","239","252","227","278","436","531","404","363","391",
"체포·감금","상류","범죄자[명]","명","13","10","9","12","18","13","23","23","7","34",
"체포·감금","미상","범죄자[명]","명","368","445","439","507","498","566","682","647","685","720",
"체포·감금","혼인 및 미혼자부모관계","범죄자[명]","명","969","1113","1086","1118","1226","1687","1911","1608","1654","1695",
"체포·감금","혼인관계","범죄자[명]","명","403","443","423","384","453","602","669","484","476","447",
"체포·감금","유배우자","범죄자[명]","명","289","332","277","254","288","387","443","314","311","310",
"체포·감금","동거","범죄자[명]","명","8","15","22","15","27","42","45","39","37","27",
"체포·감금","이혼","범죄자[명]","명","99","85","113","106","127","150","166","117","115","104",
"체포·감금","사별","범죄자[명]","명","7","11","11","9","11","23","15","14","13","6",
"체포·감금","미혼자 부모관계","범죄자[명]","명","196","221","221","225","272","520","560","476","493","526",
"체포·감금","실(양)부모","범죄자[명]","명","150","156","144","168","195","379","419","372","370","416",
"체포·감금","계부모","범죄자[명]","명","3","3","4","","","2","-","-","1","2",
"체포·감금","실부계모","범죄자[명]","명","1","","3","1","5","3","5","2","3","1",
"체포·감금","실부무모","범죄자[명]","명","9","5","12","10","17","39","32","23","21","17",
"체포·감금","실모계부","범죄자[명]","명","1","1","1","1","1","7","2","1","3","1",
"체포·감금","실모무부","범죄자[명]","명","18","39","41","31","32","56","69","51","56","51",
"체포·감금","계부무모","범죄자[명]","명","","","","","","1","-","-","2","-",
"체포·감금","계모무부","범죄자[명]","명","","","","","","","3","-","3","-",
"체포·감금","무부모","범죄자[명]","명","14","17","16","14","22","33","30","27","34","38",
"체포·감금","미상","범죄자[명]","명","370","449","442","509","501","565","682","648","685","722",
"협박","생활정도","범죄자[명]","명","3855","4732","4682","5160","9197","16825","16599","18337","22377","22507",
"협박","하류","범죄자[명]","명","1343","1726","1726","1772","3494","7741","7361","7568","9088","8965",
"협박","중류","범죄자[명]","명","793","1031","957","1061","2272","4430","4483","4980","6131","6159",
"협박","상류","범죄자[명]","명","44","48","32","47","93","193","147","159","195","201",
"협박","미상","범죄자[명]","명","1675","1927","1967","2280","3338","4461","4608","5630","6963","7182",
"협박","혼인 및 미혼자부모관계","범죄자[명]","명","3855","4732","4682","5160","9197","16825","16599","18337","22377","22507",
"협박","혼인관계","범죄자[명]","명","1601","2034","1952","2058","4192","8672","8325","8815","10699","10326",
"협박","유배우자","범죄자[명]","명","1146","1488","1418","1509","2894","6179","6043","6363","7683","7305",
"협박","동거","범죄자[명]","명","67","62","61","61","259","516","492","457","590","587",
"협박","이혼","범죄자[명]","명","338","436","419","440","940","1766","1613","1793","2145","2183",
"협박","사별","범죄자[명]","명","50","48","54","48","99","211","177","202","281","251",
"협박","미혼자 부모관계","범죄자[명]","명","561","769","760","818","1656","3684","3649","3898","4715","5008",
"협박","실(양)부모","범죄자[명]","명","375","513","503","547","1067","2346","2374","2536","3053","3263",
"협박","계부모","범죄자[명]","명","3","3","7","3","7","22","14","10","16","24",
"협박","실부계모","범죄자[명]","명","2","2","3","5","9","25","16","17","33","19",
"협박","실부무모","범죄자[명]","명","23","33","29","32","59","180","163","168","230","219",
"협박","실모계부","범죄자[명]","명","1","5","3","3","9","28","16","24","25","19",
"협박","실모무부","범죄자[명]","명","75","119","109","127","275","574","577","610","709","732",
"협박","계부무모","범죄자[명]","명","1","","1","2","","1","-","2","3","5",
"협박","계모무부","범죄자[명]","명","2","","5","1","6","13","7","5","6","10",
"협박","무부모","범죄자[명]","명","79","94","100","98","224","495","482","526","640","717",
"협박","미상","범죄자[명]","명","1693","1929","1970","2284","3349","4469","4625","5624","6963","7173",
"약취·유인","생활정도","범죄자[명]","명","340","270","260","252","252","305","285","260","351","296",
"약취·유인","하류","범죄자[명]","명","166","144","125","116","116","132","104","116","103","96",
"약취·유인","중류","범죄자[명]","명","71","51","41","59","42","78","82","63","104","78",
"약취·유인","상류","범죄자[명]","명","5","1","6","4","5","6","10","1","4","6",
"약취·유인","미상","범죄자[명]","명","98","74","88","73","89","89","89","80","140","116",
"약취·유인","혼인 및 미혼자부모관계","범죄자[명]","명","340","270","260","252","252","305","285","260","351","296",
"약취·유인","혼인관계","범죄자[명]","명","121","101","88","108","86","124","110","102","109","85",
"약취·유인","유배우자","범죄자[명]","명","77","61","58","69","56","88","67","77","75","60",
"약취·유인","동거","범죄자[명]","명","6","1","2","10","3","5","8","2","6","7",
"약취·유인","이혼","범죄자[명]","명","34","31","25","27","24","29","30","20","20","13",
"약취·유인","사별","범죄자[명]","명","4","8","3","2","3","2","5","3","8","5",
"약취·유인","미혼자 부모관계","범죄자[명]","명","120","95","83","71","78","92","86","78","102","95",
"약취·유인","실(양)부모","범죄자[명]","명","87","58","50","53","54","55","63","59","63","74",
"약취·유인","계부모","범죄자[명]","명","1","","1","","","","-","-","1","-",
"약취·유인","실부계모","범죄자[명]","명","2","","","1","2","2","-","-","1","-",
"약취·유인","실부무모","범죄자[명]","명","2","9","6","3","6","6","4","8","6","4",
"약취·유인","실모계부","범죄자[명]","명","2","1","1","","1","","1","3","-","-",
"약취·유인","실모무부","범죄자[명]","명","13","17","10","9","5","15","14","2","16","8",
"약취·유인","계부무모","범죄자[명]","명","","","3","","","","-","-","-","-",
"약취·유인","계모무부","범죄자[명]","명","1","","","","","","-","-","-","-",
"약취·유인","무부모","범죄자[명]","명","12","10","12","5","10","14","4","6","15","9",
"약취·유인","미상","범죄자[명]","명","99","74","89","73","88","89","89","80","140","116",
"폭력행위등","생활정도","범죄자[명]","명","103423","106256","89858","80113","73002","40963","36647","31885","28625","25342",
"폭력행위등","하류","범죄자[명]","명","56916","58269","49913","44086","39148","20537","17786","14703","12957","11325",
"폭력행위등","중류","범죄자[명]","명","31157","33814","26877","24017","22299","13139","12385","11186","10033","8851",
"폭력행위등","상류","범죄자[명]","명","549","601","516","518","504","322","249","244","174","198",
"폭력행위등","미상","범죄자[명]","명","14801","13572","12552","11492","11051","6965","6227","5752","5461","4968",
"폭력행위등","혼인 및 미혼자부모관계","범죄자[명]","명","103423","106256","89858","80113","73002","40963","36647","31885","28625","25342",
"폭력행위등","혼인관계","범죄자[명]","명","40229","40008","36204","32959","29971","13106","10687","8937","7647","7198",
"폭력행위등","유배우자","범죄자[명]","명","32592","31944","28427","25608","22686","10401","8510","7209","5979","5665",
"폭력행위등","동거","범죄자[명]","명","1625","1522","1457","1427","1584","540","421","311","301","256",
"폭력행위등","이혼","범죄자[명]","명","5239","5692","5538","5203","4987","1849","1516","1217","1171","1129",
"폭력행위등","사별","범죄자[명]","명","773","850","782","721","714","316","240","200","196","148",
"폭력행위등","미혼자 부모관계","범죄자[명]","명","48291","52930","41070","35638","31943","20881","19676","17205","15519","13170",
"폭력행위등","실(양)부모","범죄자[명]","명","38387","42411","31803","27406","24159","16617","15751","14216","12991","11074",
"폭력행위등","계부모","범죄자[명]","명","296","178","171","136","160","86","64","58","49","51",
"폭력행위등","실부계모","범죄자[명]","명","251","278","210","179","197","105","97","69","70","47",
"폭력행위등","실부무모","범죄자[명]","명","2332","2589","2143","1821","1581","1089","1018","723","698","532",
"폭력행위등","실모계부","범죄자[명]","명","247","228","215","162","196","120","99","71","62","49",
"폭력행위등","실모무부","범죄자[명]","명","4401","4721","4145","3854","3512","2026","1953","1506","1179","969",
"폭력행위등","계부무모","범죄자[명]","명","48","30","42","28","26","21","15","3","7","8",
"폭력행위등","계모무부","범죄자[명]","명","66","72","44","34","40","23","20","14","4","11",
"폭력행위등","무부모","범죄자[명]","명","2263","2423","2297","2018","2072","794","659","545","459","429",
"폭력행위등","미상","범죄자[명]","명","14903","13318","12584","11516","11088","6976","6284","5743","5459","4974",
"공갈","생활정도","범죄자[명]","명","3786","5455","3189","3674","2930","3638","3573","3521","3552","3434",
"공갈","하류","범죄자[명]","명","1996","3104","1603","1909","1346","1704","1590","1389","1432","1320",
"공갈","중류","범죄자[명]","명","930","1606","841","892","698","924","1003","1005","1033","940",
"공갈","상류","범죄자[명]","명","32","22","27","22","41","41","21","35","18","45",
"공갈","미상","범죄자[명]","명","828","723","718","851","845","969","959","1092","1069","1129",
"공갈","혼인 및 미혼자부모관계","범죄자[명]","명","3786","5455","3189","3674","2930","3638","3573","3521","3552","3434",
"공갈","혼인관계","범죄자[명]","명","899","1273","869","1335","905","1086","999","754","776","724",
"공갈","유배우자","범죄자[명]","명","653","918","627","890","601","733","675","513","510","494",
"공갈","동거","범죄자[명]","명","40","33","29","61","43","37","52","33","33","25",
"공갈","이혼","범죄자[명]","명","189","289","185","349","233","281","245","190","204","181",
"공갈","사별","범죄자[명]","명","17","33","28","35","28","35","27","18","29","24",
"공갈","미혼자 부모관계","범죄자[명]","명","2055","3497","1601","1491","1179","1579","1606","1675","1710","1581",
"공갈","실(양)부모","범죄자[명]","명","1411","2530","1090","995","816","1063","1133","1335","1337","1250",
"공갈","계부모","범죄자[명]","명","7","15","3","2","5","3","6","7","6","3",
"공갈","실부계모","범죄자[명]","명","29","53","25","19","11","21","14","10","15","9",
"공갈","실부무모","범죄자[명]","명","201","299","159","119","102","149","128","83","122","98",
"공갈","실모계부","범죄자[명]","명","32","24","26","17","9","12","23","8","12","10",
"공갈","실모무부","범죄자[명]","명","248","374","191","213","132","196","195","147","133","123",
"공갈","계부무모","범죄자[명]","명","4","5","6","","2","1","2","1","-","3",
"공갈","계모무부","범죄자[명]","명","2","15","1","4","","6","2","4","2","-",
"공갈","무부모","범죄자[명]","명","121","182","100","122","102","128","103","80","83","85",
"공갈","미상","범죄자[명]","명","832","685","719","848","846","973","968","1092","1066","1129",
"손괴","생활정도","범죄자[명]","명","28749","29631","29295","29907","31749","34995","34900","35690","38438","38716",
"손괴","하류","범죄자[명]","명","16826","17291","17113","17181","17294","18567","18036","17760","18537","18106",
"손괴","중류","범죄자[명]","명","8063","8663","8392","8501","9434","10761","10832","11188","12454","12731",
"손괴","상류","범죄자[명]","명","267","281","275","329","383","398","411","442","473","476",
"손괴","미상","범죄자[명]","명","3593","3396","3515","3896","4638","5269","5621","6300","6974","7403",
"손괴","혼인 및 미혼자부모관계","범죄자[명]","명","28749","29631","29295","29907","31749","34995","34900","35690","38438","38716",
"손괴","혼인관계","범죄자[명]","명","16249","16687","16289","16418","17047","18776","17996","18107","19868","19447",
"손괴","유배우자","범죄자[명]","명","12050","12377","11921","11694","12099","13213","12683","12657","14118","13596",
"손괴","동거","범죄자[명]","명","581","570","630","700","905","1041","904","920","1029","938",
"손괴","이혼","범죄자[명]","명","3098","3195","3237","3437","3424","3832","3741","3864","3918","4102",
"손괴","사별","범죄자[명]","명","520","545","501","587","619","690","668","666","803","811",
"손괴","미혼자 부모관계","범죄자[명]","명","8872","9536","9480","9577","10047","10944","11217","11273","11606","11862",
"손괴","실(양)부모","범죄자[명]","명","5987","6605","6356","6475","6765","7327","7527","7650","7807","7948",
"손괴","계부모","범죄자[명]","명","37","26","31","35","45","45","25","41","65","47",
"손괴","실부계모","범죄자[명]","명","28","38","30","30","40","52","49","36","43","48",
"손괴","실부무모","범죄자[명]","명","314","336","395","370","422","476","524","505","525","547",
"손괴","실모계부","범죄자[명]","명","39","35","30","50","55","43","52","46","40","50",
"손괴","실모무부","범죄자[명]","명","1234","1242","1356","1368","1426","1649","1597","1509","1589","1621",
"손괴","계부무모","범죄자[명]","명","3","4","13","5","6","11","10","5","10","16",
"손괴","계모무부","범죄자[명]","명","16","12","18","16","14","21","10","4","19","11",
"손괴","무부모","범죄자[명]","명","1214","1238","1251","1228","1274","1320","1423","1477","1508","1574",
"손괴","미상","범죄자[명]","명","3628","3408","3526","3912","4655","5275","5687","6310","6964","7407",
"지능범죄","생활정도","범죄자[명]","명","329399","280243","304025","286099","294379","287025","269117","292114","308782","307706",
"지능범죄","하류","범죄자[명]","명","92833","91769","96941","98721","104074","100912","95028","100068","108626","105819",
"지능범죄","중류","범죄자[명]","명","38209","37162","39269","39844","41667","42869","42218","46249","52626","53833",
"지능범죄","상류","범죄자[명]","명","1514","1455","1478","1425","1536","1608","1564","1693","1835","1664",
"지능범죄","미상","범죄자[명]","명","196843","149857","166337","146109","147102","141636","130307","144104","145695","146390",
"지능범죄","혼인 및 미혼자부모관계","범죄자[명]","명","329399","280243","304025","286099","294379","287025","269117","292114","308782","307706",
"지능범죄","혼인관계","범죄자[명]","명","88511","85455","87911","88943","89229","87265","82450","84910","92853","85497",
"지능범죄","유배우자","범죄자[명]","명","67725","65100","64261","64844","63103","60951","58145","59539","65038","58459",
"지능범죄","동거","범죄자[명]","명","2386","2016","2825","2558","3079","2764","2682","2420","2831","2704",
"지능범죄","이혼","범죄자[명]","명","15518","15793","17968","18847","20242","20776","18997","20266","21908","21397",
"지능범죄","사별","범죄자[명]","명","2882","2546","2857","2694","2805","2774","2626","2685","3076","2937",
"지능범죄","미혼자 부모관계","범죄자[명]","명","42829","44438","49448","50689","57747","57888","55936","63070","70260","75802",
"지능범죄","실(양)부모","범죄자[명]","명","29433","30830","33462","34854","40108","40687","39390","44658","50163","54464",
"지능범죄","계부모","범죄자[명]","명","235","226","286","295","229","206","188","271","220","374",
"지능범죄","실부계모","범죄자[명]","명","359","382","500","419","448","509","504","539","460","548",
"지능범죄","실부무모","범죄자[명]","명","2338","2530","3085","3295","3607","3607","3323","3951","4245","4689",
"지능범죄","실모계부","범죄자[명]","명","344","308","356","358","399","414","415","487","506","512",
"지능범죄","실모무부","범죄자[명]","명","5537","5725","6714","6550","7539","7440","7258","7857","8828","8960",
"지능범죄","계부무모","범죄자[명]","명","71","72","99","88","84","73","69","68","71","66",
"지능범죄","계모무부","범죄자[명]","명","154","114","135","140","135","117","97","87","111","108",
"지능범죄","무부모","범죄자[명]","명","4358","4251","4811","4690","5198","4835","4692","5152","5656","6081",
"지능범죄","미상","범죄자[명]","명","198059","150350","166666","146467","147403","141872","130731","144134","145669","146407",
"직무유기","생활정도","범죄자[명]","명","669","823","802","801","860","642","663","713","788","947",
"직무유기","하류","범죄자[명]","명","37","40","34","30","28","30","47","17","14","9",
"직무유기","중류","범죄자[명]","명","163","155","132","113","136","126","72","65","76","64",
"직무유기","상류","범죄자[명]","명","2","9","6","1","4","2","1","3","4","2",
"직무유기","미상","범죄자[명]","명","467","619","630","657","692","484","543","628","694","872",
"직무유기","혼인 및 미혼자부모관계","범죄자[명]","명","669","823","802","801","860","642","663","713","788","947",
"직무유기","혼인관계","범죄자[명]","명","180","177","156","124","159","146","104","81","82","62",
"직무유기","유배우자","범죄자[명]","명","175","173","146","120","157","141","100","80","76","61",
"직무유기","동거","범죄자[명]","명","4","2","3","1","1","2","2","-","3","-",
"직무유기","이혼","범죄자[명]","명","1","2","3","2","1","","1","1","3","1",
"직무유기","사별","범죄자[명]","명","","","4","1","","3","1","-","-","-",
"직무유기","미혼자 부모관계","범죄자[명]","명","16","12","10","15","12","10","15","5","12","12",
"직무유기","실(양)부모","범죄자[명]","명","11","10","7","12","11","6","10","4","10","8",
"직무유기","계부모","범죄자[명]","명","","","","1","","","-","-","-","-",
"직무유기","실부계모","범죄자[명]","명","","1","","","","","-","-","-","-",
"직무유기","실부무모","범죄자[명]","명","","","","","","1","-","-","-","1",
"직무유기","실모계부","범죄자[명]","명","","","","","","","-","-","-","-",
"직무유기","실모무부","범죄자[명]","명","4","1","1","1","","3","3","1","2","3",
"직무유기","계부무모","범죄자[명]","명","","","","","","","-","-","-","-",
"직무유기","계모무부","범죄자[명]","명","1","","","","","","-","-","-","-",
"직무유기","무부모","범죄자[명]","명","","","2","1","1","","2","-","-","-",
"직무유기","미상","범죄자[명]","명","473","634","636","662","689","486","544","627","694","873",
"직권남용","생활정도","범죄자[명]","명","357","409","523","595","587","577","679","811","974","1021",
"직권남용","하류","범죄자[명]","명","19","17","34","21","11","22","25","29","23","13",
"직권남용","중류","범죄자[명]","명","73","74","75","71","79","69","109","130","114","108",
"직권남용","상류","범죄자[명]","명","9","6","11","10","1","7","9","18","14","8",
"직권남용","미상","범죄자[명]","명","256","312","403","493","496","479","536","634","823","892",
"직권남용","혼인 및 미혼자부모관계","범죄자[명]","명","357","409","523","595","587","577","679","811","974","1021",
"직권남용","혼인관계","범죄자[명]","명","87","88","108","93","82","83","129","155","148","108",
"직권남용","유배우자","범죄자[명]","명","85","85","103","92","80","81","124","152","142","98",
"직권남용","동거","범죄자[명]","명","","","","","1","","-","-","-","9",
"직권남용","이혼","범죄자[명]","명","1","3","4","","1","1","4","2","4","1",
"직권남용","사별","범죄자[명]","명","1","","1","1","","1","1","1","2","-",
"직권남용","미혼자 부모관계","범죄자[명]","명","11","8","11","10","9","14","12","23","3","21",
"직권남용","실(양)부모","범죄자[명]","명","9","7","9","10","8","12","9","19","3","17",
"직권남용","계부모","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","실부계모","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","실부무모","범죄자[명]","명","","","","","","","-","-","-","3",
"직권남용","실모계부","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","실모무부","범죄자[명]","명","1","1","1","","1","2","3","4","-","1",
"직권남용","계부무모","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","계모무부","범죄자[명]","명","","","","","","","-","-","-","-",
"직권남용","무부모","범죄자[명]","명","1","","1","","","","-","-","-","-",
"직권남용","미상","범죄자[명]","명","259","313","404","492","496","480","538","633","823","892",
"증수뢰","생활정도","범죄자[명]","명","1239","832","855","848","842","788","1128","1131","942","807",
"증수뢰","하류","범죄자[명]","명","270","155","158","120","129","192","155","264","130","152",
"증수뢰","중류","범죄자[명]","명","687","457","439","468","429","354","641","466","468","322",
"증수뢰","상류","범죄자[명]","명","66","50","81","68","57","70","86","82","87","51",
"증수뢰","미상","범죄자[명]","명","216","170","177","192","227","172","246","319","257","282",
"증수뢰","혼인 및 미혼자부모관계","범죄자[명]","명","1239","832","855","848","842","788","1128","1131","942","807",
"증수뢰","혼인관계","범죄자[명]","명","973","645","654","630","599","582","856","770","643","499",
"증수뢰","유배우자","범죄자[명]","명","910","605","627","593","527","523","775","713","570","420",
"증수뢰","동거","범죄자[명]","명","19","9","2","6","33","15","27","5","20","33",
"증수뢰","이혼","범죄자[명]","명","41","24","20","27","30","36","44","38","44","40",
"증수뢰","사별","범죄자[명]","명","3","7","5","4","9","8","10","14","9","6",
"증수뢰","미혼자 부모관계","범죄자[명]","명","48","17","23","25","15","34","25","42","43","26",
"증수뢰","실(양)부모","범죄자[명]","명","41","10","17","18","13","22","17","36","28","17",
"증수뢰","계부모","범죄자[명]","명","","","1","","","","-","-","2","-",
"증수뢰","실부계모","범죄자[명]","명","","","","","","1","-","-","-","-",
"증수뢰","실부무모","범죄자[명]","명","1","","2","1","","3","3","1","-","-",
"증수뢰","실모계부","범죄자[명]","명","","","","","","","-","-","-","-",
"증수뢰","실모무부","범죄자[명]","명","3","5","3","4","1","4","2","3","11","2",
"증수뢰","계부무모","범죄자[명]","명","","","","","","","-","-","-","-",
"증수뢰","계모무부","범죄자[명]","명","","","","","","","-","-","-","-",
"증수뢰","무부모","범죄자[명]","명","3","2","","2","1","4","3","2","2","7",
"증수뢰","미상","범죄자[명]","명","218","170","178","193","228","172","247","319","256","282",
"통화","생활정도","범죄자[명]","명","121","163","434","334","286","220","531","255","143","86",
"통화","하류","범죄자[명]","명","66","70","89","61","81","67","115","62","47","18",
"통화","중류","범죄자[명]","명","21","35","37","26","23","25","25","12","19","10",
"통화","상류","범죄자[명]","명","","","2","1","","1","-","1","-","-",
"통화","미상","범죄자[명]","명","34","58","306","246","182","127","391","180","77","58",
"통화","혼인 및 미혼자부모관계","범죄자[명]","명","121","163","434","334","286","220","531","255","143","86",
"통화","혼인관계","범죄자[명]","명","31","28","64","43","38","22","43","19","25","10",
"통화","유배우자","범죄자[명]","명","29","17","50","32","28","11","26","11","14","8",
"통화","동거","범죄자[명]","명","","1","2","1","3","1","-","2","1","-",
"통화","이혼","범죄자[명]","명","2","9","11","8","5","10","16","4","10","2",
"통화","사별","범죄자[명]","명","","1","1","2","2","","1","2","-","-",
"통화","미혼자 부모관계","범죄자[명]","명","56","79","62","45","66","71","96","56","41","18",
"통화","실(양)부모","범죄자[명]","명","40","59","47","33","45","50","45","32","29","12",
"통화","계부모","범죄자[명]","명","4","1","","","1","","-","-","-","-",
"통화","실부계모","범죄자[명]","명","","1","","","2","","14","-","-","-",
"통화","실부무모","범죄자[명]","명","6","5","8","2","3","13","2","3","5","1",
"통화","실모계부","범죄자[명]","명","","","","","","2","2","-","-","-",
"통화","실모무부","범죄자[명]","명","6","12","4","8","12","4","5","4","6","2",
"통화","계부무모","범죄자[명]","명","","","","","","","-","-","-","-",
"통화","계모무부","범죄자[명]","명","","","","","","","-","-","-","-",
"통화","무부모","범죄자[명]","명","","1","3","2","3","2","28","17","1","3",
"통화","미상","범죄자[명]","명","34","56","308","246","182","127","392","180","77","58",
"문서·인장","생활정도","범죄자[명]","명","22105","19479","20406","19460","19022","18024","15918","15576","16253","15465",
"문서·인장","하류","범죄자[명]","명","7009","6230","6397","6160","5840","5586","4559","3890","3865","3457",
"문서·인장","중류","범죄자[명]","명","4478","4259","4319","3920","3848","3674","3293","3151","3515","3322",
"문서·인장","상류","범죄자[명]","명","215","208","185","189","166","181","139","149","148","127",
"문서·인장","미상","범죄자[명]","명","10403","8782","9505","9191","9168","8583","7927","8386","8725","8559",
"문서·인장","혼인 및 미혼자부모관계","범죄자[명]","명","22105","19479","20406","19460","19022","18024","15918","15576","16253","15465",
"문서·인장","혼인관계","범죄자[명]","명","7994","6445","6924","6573","6008","5541","4788","4231","4647","4201",
"문서·인장","유배우자","범죄자[명]","명","6022","4955","5107","4961","4404","4082","3574","3100","3431","3020",
"문서·인장","동거","범죄자[명]","명","183","162","197","179","175","172","138","138","149","131",
"문서·인장","이혼","범죄자[명]","명","914","851","992","1048","1038","1004","798","746","773","786",
"문서·인장","사별","범죄자[명]","명","875","477","628","385","391","283","278","247","294","264",
"문서·인장","미혼자 부모관계","범죄자[명]","명","3639","4245","3974","3691","3840","3879","3183","2955","2887","2707",
"문서·인장","실(양)부모","범죄자[명]","명","2623","3295","2916","2777","2904","2889","2437","2360","2268","2092",
"문서·인장","계부모","범죄자[명]","명","7","10","21","32","14","12","15","14","11","13",
"문서·인장","실부계모","범죄자[명]","명","26","22","23","24","28","33","18","14","15","11",
"문서·인장","실부무모","범죄자[명]","명","203","227","239","217","230","235","182","119","150","151",
"문서·인장","실모계부","범죄자[명]","명","32","33","22","30","26","34","30","23","18","12",
"문서·인장","실모무부","범죄자[명]","명","477","457","482","418","434","463","351","289","288","287",
"문서·인장","계부무모","범죄자[명]","명","","5","18","4","8","7","6","2","4","3",
"문서·인장","계모무부","범죄자[명]","명","8","3","7","7","9","12","2","4","2","6",
"문서·인장","무부모","범죄자[명]","명","263","193","246","182","187","194","142","130","131","132",
"문서·인장","미상","범죄자[명]","명","10472","8789","9508","9196","9174","8604","7947","8390","8719","8557",
"유가증권인지","생활정도","범죄자[명]","명","1025","633","548","552","399","373","330","295","208","117",
"유가증권인지","하류","범죄자[명]","명","223","153","129","158","105","89","107","66","48","30",
"유가증권인지","중류","범죄자[명]","명","101","79","58","67","55","50","30","23","21","13",
"유가증권인지","상류","범죄자[명]","명","2","3","2","1","6","2","3","-","1","-",
"유가증권인지","미상","범죄자[명]","명","699","398","359","326","233","232","190","206","138","74",
"유가증권인지","혼인 및 미혼자부모관계","범죄자[명]","명","1025","633","548","552","399","373","330","295","208","117",
"유가증권인지","혼인관계","범죄자[명]","명","283","196","172","209","134","128","125","60","58","37",
"유가증권인지","유배우자","범죄자[명]","명","236","152","137","155","96","94","84","42","35","29",
"유가증권인지","동거","범죄자[명]","명","6","6","6","4","5","2","1","1","3","-",
"유가증권인지","이혼","범죄자[명]","명","37","34","24","48","26","26","34","13","17","6",
"유가증권인지","사별","범죄자[명]","명","4","4","5","2","7","6","6","4","3","2",
"유가증권인지","미혼자 부모관계","범죄자[명]","명","42","36","15","16","32","12","15","29","12","6",
"유가증권인지","실(양)부모","범죄자[명]","명","34","28","9","12","25","9","7","19","7","6",
"유가증권인지","계부모","범죄자[명]","명","","","","","","","-","-","-","-",
"유가증권인지","실부계모","범죄자[명]","명","","","1","","","","-","-","-","-",
"유가증권인지","실부무모","범죄자[명]","명","3","","1","","1","","3","2","-","-",
"유가증권인지","실모계부","범죄자[명]","명","","","","","1","","-","-","-","-",
"유가증권인지","실모무부","범죄자[명]","명","3","5","1","3","1","2","2","4","3","-",
"유가증권인지","계부무모","범죄자[명]","명","","","","","","","-","-","-","-",
"유가증권인지","계모무부","범죄자[명]","명","","","","","","","-","-","-","-",
"유가증권인지","무부모","범죄자[명]","명","2","3","3","1","4","1","3","4","2","-",
"유가증권인지","미상","범죄자[명]","명","700","401","361","327","233","233","190","206","138","74",
"사기","생활정도","범죄자[명]","명","264634","220887","239309","222173","228205","223210","208482","229854","246160","245009",
"사기","하류","범죄자[명]","명","75408","74528","77784","79717","84091","80792","76181","82141","90598","88209",
"사기","중류","범죄자[명]","명","25953","25256","26282","27258","28513","30107","29398","33834","39833","41033",
"사기","상류","범죄자[명]","명","859","808","790","734","863","908","890","972","1137","1107",
"사기","미상","범죄자[명]","명","162414","120295","134453","114464","114738","111403","102013","112907","114592","114660",
"사기","혼인 및 미혼자부모관계","범죄자[명]","명","264634","220887","239309","222173","228205","223210","208482","229854","246160","245009",
"사기","혼인관계","범죄자[명]","명","66671","65114","65229","66267","66359","65110","60729","64235","71702","65125",
"사기","유배우자","범죄자[명]","명","50021","48561","46174","46764","45499","44192","41422","43888","49407","43658",
"사기","동거","범죄자[명]","명","1866","1521","2303","2008","2398","2122","2123","1874","2212","2112",
"사기","이혼","범죄자[명]","명","13058","13292","14882","15566","16554","16913","15515","16777","18118","17551",
"사기","사별","범죄자[명]","명","1726","1740","1870","1929","1908","1883","1669","1696","1965","1804",
"사기","미혼자 부모관계","범죄자[명]","명","34535","35051","39342","41163","46847","46513","45391","52688","59883","65200",
"사기","실(양)부모","범죄자[명]","명","23339","23709","26042","27852","32172","32508","31765","37081","42786","46983",
"사기","계부모","범죄자[명]","명","195","198","252","237","173","172","143","235","177","321",
"사기","실부계모","범죄자[명]","명","295","328","429","369","383","420","431","477","410","495",
"사기","실부무모","범죄자[명]","명","1920","2048","2515","2759","2967","2941","2782","3494","3731","4139",
"사기","실모계부","범죄자[명]","명","272","239","305","294","335","336","340","438","454","469",
"사기","실모무부","범죄자[명]","명","4544","4675","5486","5390","6234","6060","5994","6597","7562","7706",
"사기","계부무모","범죄자[명]","명","66","60","72","75","70","59","53","61","63","56",
"사기","계모무부","범죄자[명]","명","135","97","111","113","109","98","87","76","96","96",
"사기","무부모","범죄자[명]","명","3769","3697","4130","4074","4404","3919","3796","4229","4604","4935",
