"시설명","지점명","날짜","시간","PM10단위","PM10기준치","PM10측정값","PM10측정기","PM10D/L","CO2단위","CO2기준치","CO2측정값","CO2측정기","CO2D/L","CO단위","CO기준치","CO측정값","CO측정기","COD/L","NO2단위","NO2기준치","NO2측정값","NO2측정기","NO2D/L"
"서울역지하철 [지자체]","지하철서울역대합실","2017-07-15","","㎍/㎥","150","20","정상","","ppm","1000","478","정상","","ppm","10","0.5","정상","","ppm","0.05","0.039","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-07-15","","㎍/㎥","150","30","정상","","ppm","1000","540","정상","","ppm","10","0.5","정상","","ppm","0.05","0.033","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-07-15","","㎍/㎥","150","33","정상","","ppm","1000","534","정상","","ppm","10","0.4","정상","","ppm","0.05","0.032","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-29","","㎍/㎥","150","57","정상","","ppm","1000","619","정상","","ppm","10","0.7","정상","","ppm","0.05","0.055","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-29","","㎍/㎥","150","44","정상","","ppm","1000","521","정상","","ppm","10","0.8","정상","","ppm","0.05","0.054","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-29","","㎍/㎥","150","34","정상","","ppm","1000","533","정상","","ppm","10","0.9","정상","","ppm","0.05","0.06","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-29","","㎍/㎥","150","72","정상","","ppm","1000","507","정상","","ppm","10","0.5","정상","","ppm","0.05","0.048","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-28","","㎍/㎥","150","46","정상","","ppm","1000","547","정상","","ppm","10","0.5","정상","","ppm","0.05","0.045","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-28","","㎍/㎥","150","41","정상","","ppm","1000","476","정상","","ppm","10","0.7","정상","","ppm","0.05","0.044","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-28","","㎍/㎥","150","21","정상","","ppm","1000","462","정상","","ppm","10","0.6","정상","","ppm","0.05","0.048","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-28","","㎍/㎥","150","51","정상","","ppm","1000","467","정상","","ppm","10","0.4","정상","","ppm","0.05","0.04","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-27","","㎍/㎥","150","46","정상","","ppm","1000","569","정상","","ppm","10","0.5","정상","","ppm","0.05","0.05","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-27","","㎍/㎥","150","45","정상","","ppm","1000","496","정상","","ppm","10","0.3","정상","","ppm","0.05","0.041","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-27","","㎍/㎥","150","28","정상","","ppm","1000","480","정상","","ppm","10","0.7","정상","","ppm","0.05","0.05","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-27","","㎍/㎥","150","22","정상","","ppm","1000","476","정상","","ppm","10","0.7","정상","","ppm","0.05","0.054","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-26","","㎍/㎥","150","23","정상","","ppm","1000","459","정상","","ppm","10","0.6","정상","","ppm","0.05","0.043","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-26","","㎍/㎥","150","50","정상","","ppm","1000","568","정상","","ppm","10","0.5","정상","","ppm","0.05","0.041","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-26","","㎍/㎥","150","49","정상","","ppm","1000","503","정상","","ppm","10","0.3","정상","","ppm","0.05","0.031","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-26","","㎍/㎥","150","19","정상","","ppm","1000","477","정상","","ppm","10","0.7","정상","","ppm","0.05","0.044","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-16","","㎍/㎥","150","52","정상","","ppm","1000","581","정상","","ppm","10","0.6","정상","","ppm","0.05","0.045","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-16","","㎍/㎥","150","59","정상","","ppm","1000","476","정상","","ppm","10","0.7","정상","","ppm","0.05","0.053","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-16","","㎍/㎥","150","46","정상","","ppm","1000","523","정상","","ppm","10","0.4","정상","","ppm","0.05","0.025","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-16","","㎍/㎥","150","24","정상","","ppm","1000","487","정상","","ppm","10","0.8","정상","","ppm","0.05","0.044","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-15","","㎍/㎥","150","27","정상","","ppm","1000","467","정상","","ppm","10","0.6","정상","","ppm","0.05","0.044","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-15","","㎍/㎥","150","26","정상","","ppm","1000","520","정상","","ppm","10","0.7","정상","","ppm","0.05","0.043","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-15","","㎍/㎥","150","54","정상","","ppm","1000","582","정상","","ppm","10","0.6","정상","","ppm","0.05","0.045","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-15","","㎍/㎥","150","45","정상","","ppm","1000","488","정상","","ppm","10","0.3","정상","","ppm","0.05","0.027","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-14","","㎍/㎥","150","36","정상","","ppm","1000","460","정상","","ppm","10","0.5","정상","","ppm","0.05","0.03","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-14","","㎍/㎥","150","43","정상","","ppm","1000","536","정상","","ppm","10","0.4","정상","","ppm","0.05","0.031","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-14","","㎍/㎥","150","17","정상","","ppm","1000","450","정상","","ppm","10","0.5","정상","","ppm","0.05","0.042","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-14","","㎍/㎥","150","50","정상","","ppm","1000","447","정상","","ppm","10","0.3","정상","","ppm","0.05","0.029","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-13","","㎍/㎥","150","54","정상","","ppm","1000","487","정상","","ppm","10","0.5","정상","","ppm","0.05","0.024","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-13","","㎍/㎥","150","48","정상","","ppm","1000","586","정상","","ppm","10","0.7","정상","","ppm","0.05","0.043","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-13","","㎍/㎥","150","41","정상","","ppm","1000","475","정상","","ppm","10","0.8","정상","","ppm","0.05","0.047","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-13","","㎍/㎥","150","31","정상","","ppm","1000","467","정상","","ppm","10","0.7","정상","","ppm","0.05","0.046","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-12","","㎍/㎥","150","44","정상","","ppm","1000","529","정상","","ppm","10","1.1","정상","","ppm","0.05","0.05","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-12","","㎍/㎥","150","56","정상","","ppm","1000","506","정상","","ppm","10","1","정상","","ppm","0.05","0.068","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-12","","㎍/㎥","150","78","정상","","ppm","1000","525","정상","","ppm","10","0.6","정상","","ppm","0.05","0.025","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-12","","㎍/㎥","150","70","정상","","ppm","1000","639","정상","","ppm","10","1","정상","","ppm","0.05","0.057","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-09","","㎍/㎥","150","65","정상","","ppm","1000","544","정상","","ppm","10","0.7","정상","","ppm","0.05","0.05","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-09","","㎍/㎥","150","46","정상","","ppm","1000","352","정상","","ppm","10","0.8","정상","","ppm","0.05","0.018","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-09","","㎍/㎥","150","112","정상","","ppm","1000","553","정상","","ppm","10","0.5","정상","","ppm","0.05","0.024","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-09","","㎍/㎥","150","64","정상","","ppm","1000","466","정상","","ppm","10","0.8","정상","","ppm","0.05","0.058","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-08","","㎍/㎥","150","44","정상","","ppm","1000","389","정상","","ppm","10","1","정상","","ppm","0.05","0.027","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-08","","㎍/㎥","150","120","정상","","ppm","1000","664","정상","","ppm","10","0.6","정상","","ppm","0.05","0.026","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-07","","㎍/㎥","150","66","정상","","ppm","1000","508","정상","","ppm","10","0.3","정상","","ppm","0.05","0.029","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-07","","㎍/㎥","150","51","정상","","ppm","1000","502","정상","","ppm","10","0.4","정상","","ppm","0.05","0.036","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-07","","㎍/㎥","150","41","정상","","ppm","1000","440","정상","","ppm","10","0.6","정상","","ppm","0.05","0.036","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-07","","㎍/㎥","150","29","정상","","ppm","1000","343","정상","","ppm","10","0.5","정상","","ppm","0.05","0.017","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-06","","㎍/㎥","150","83","정상","","ppm","1000","452","정상","","ppm","10","0.6","정상","","ppm","0.05","0.031","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-06","","㎍/㎥","150","72","정상","","ppm","1000","534","정상","","ppm","10","0.4","정상","","ppm","0.05","0.031","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-06","","㎍/㎥","150","45","정상","","ppm","1000","342","정상","","ppm","10","0.5","정상","","ppm","0.05","0.014","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-06","","㎍/㎥","150","107","정상","","ppm","1000","506","정상","","ppm","10","0.3","정상","","ppm","0.05","0.028","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-05","","㎍/㎥","150","32","정상","","ppm","1000","458","정상","","ppm","10","0.6","정상","","ppm","0.05","0.038","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-05","","㎍/㎥","150","51","정상","","ppm","1000","537","정상","","ppm","10","0.3","정상","","ppm","0.05","0.028","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-05","","㎍/㎥","150","48","정상","","ppm","1000","538","정상","","ppm","10","0.5","정상","","ppm","0.05","0.038","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-05","","㎍/㎥","150","27","정상","","ppm","1000","373","정상","","ppm","10","0.6","정상","","ppm","0.05","0.018","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-05-01","","㎍/㎥","150","85","정상","","ppm","1000","608","정상","","ppm","10","0.6","정상","","ppm","0.05","0.026","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-05-01","","㎍/㎥","150","62","정상","","ppm","1000","490","정상","","ppm","10","0.9","정상","","ppm","0.05","0.056","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-05-01","","㎍/㎥","150","53","정상","","ppm","1000","375","정상","","ppm","10","0.9","정상","","ppm","0.05","0.023","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-05-01","","㎍/㎥","150","77","정상","","ppm","1000","584","정상","","ppm","10","0.8","정상","","ppm","0.05","0.055","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-30","","㎍/㎥","150","62","정상","","ppm","1000","537","정상","","ppm","10","0.8","정상","","ppm","0.05","0.053","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-30","","㎍/㎥","150","84","정상","","ppm","1000","551","정상","","ppm","10","0.6","정상","","ppm","0.05","0.027","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-30","","㎍/㎥","150","59","정상","","ppm","1000","466","정상","","ppm","10","0.9","정상","","ppm","0.05","0.047","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-30","","㎍/㎥","150","45","정상","","ppm","1000","348","정상","","ppm","10","0.9","정상","","ppm","0.05","0.023","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-29","","㎍/㎥","150","42","정상","","ppm","1000","496","정상","","ppm","10","0.9","정상","","ppm","0.05","0.049","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-29","","㎍/㎥","150","39","정상","","ppm","1000","377","정상","","ppm","10","0.9","정상","","ppm","0.05","0.018","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-29","","㎍/㎥","150","59","정상","","ppm","1000","585","정상","","ppm","10","0.7","정상","","ppm","0.05","0.05","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-29","","㎍/㎥","150","63","정상","","ppm","1000","510","정상","","ppm","10","0.6","정상","","ppm","0.05","0.025","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-28","","㎍/㎥","150","43","정상","","ppm","1000","495","정상","","ppm","10","0.9","정상","","ppm","0.05","0.05","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-28","","㎍/㎥","150","61","정상","","ppm","1000","229","정상","","ppm","10","0.6","정상","","ppm","0.05","0.025","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-28","","㎍/㎥","150","67","정상","","ppm","1000","596","정상","","ppm","10","0.8","정상","","ppm","0.05","0.051","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-28","","㎍/㎥","150","32","정상","","ppm","1000","354","정상","","ppm","10","1","정상","","ppm","0.05","0.019","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-25","","㎍/㎥","150","60","정상","","ppm","1000","486","정상","","ppm","10","1.7","정상","","ppm","0.05","0.058","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-25","","㎍/㎥","150","34","정상","","ppm","1000","298","정상","","ppm","10","0.8","정상","","ppm","0.05","0.021","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-25","","㎍/㎥","150","64","정상","","ppm","1000","616","정상","","ppm","10","0.7","정상","","ppm","0.05","0.06","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-25","","㎍/㎥","150","59","정상","","ppm","1000","494","정상","","ppm","10","0.4","정상","","ppm","0.05","0.027","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-24","","㎍/㎥","150","35","정상","","ppm","1000","484","정상","","ppm","10","0.8","정상","","ppm","0.05","0.053","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-24","","㎍/㎥","150","52","정상","","ppm","1000","591","정상","","ppm","10","0.7","정상","","ppm","0.05","0.056","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-24","","㎍/㎥","150","49","정상","","ppm","1000","493","정상","","ppm","10","0.5","정상","","ppm","0.05","0.025","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-24","","㎍/㎥","150","28","정상","","ppm","1000","290","정상","","ppm","10","0.8","정상","","ppm","0.05","0.021","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-23","","㎍/㎥","150","48","정상","","ppm","1000","533","정상","","ppm","10","0.6","정상","","ppm","0.05","0.048","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-23","","㎍/㎥","150","31","정상","","ppm","1000","257","정상","","ppm","10","0.7","정상","","ppm","0.05","0.021","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-23","","㎍/㎥","150","41","정상","","ppm","1000","461","정상","","ppm","10","0.8","정상","","ppm","0.05","0.048","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-23","","㎍/㎥","150","55","정상","","ppm","1000","476","정상","","ppm","10","0.4","정상","","ppm","0.05","0.026","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-22","","㎍/㎥","150","38","정상","","ppm","1000","292","정상","","ppm","10","0.8","정상","","ppm","0.05","0.017","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-22","","㎍/㎥","150","48","정상","","ppm","1000","486","정상","","ppm","10","0.9","정상","","ppm","0.05","0.057","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-22","","㎍/㎥","150","70","정상","","ppm","1000","534","정상","","ppm","10","0.5","정상","","ppm","0.05","0.023","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-22","","㎍/㎥","150","59","정상","","ppm","1000","593","정상","","ppm","10","0.7","정상","","ppm","0.05","0.049","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-21","","㎍/㎥","150","45","정상","","ppm","1000","502","정상","","ppm","10","0.8","정상","","ppm","0.05","0.061","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-21","","㎍/㎥","150","62","정상","","ppm","1000","518","정상","","ppm","10","0.5","정상","","ppm","0.05","0.024","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-21","","㎍/㎥","150","34","정상","","ppm","1000","285","정상","","ppm","10","0.9","정상","","ppm","0.05","0.016","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-21","","㎍/㎥","150","76","정상","","ppm","1000","640","정상","","ppm","10","0.8","정상","","ppm","0.05","0.056","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-18","","㎍/㎥","150","55","정상","","ppm","1000","511","정상","","ppm","10","0.5","정상","","ppm","0.05","0.023","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-18","","㎍/㎥","150","50","정상","","ppm","1000","607","정상","","ppm","10","0.8","정상","","ppm","0.05","0.047","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-18","","㎍/㎥","150","28","정상","","ppm","1000","367","정상","","ppm","10","0.9","정상","","ppm","0.05","0.014","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-18","","㎍/㎥","150","38","정상","","ppm","1000","488","정상","","ppm","10","0.5","정상","","ppm","0.05","0.052","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-17","","㎍/㎥","150","50","정상","","ppm","1000","515","정상","","ppm","10","0.6","정상","","ppm","0.05","0.066","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-17","","㎍/㎥","150","52","정상","","ppm","1000","612","정상","","ppm","10","0.9","정상","","ppm","0.05","0.055","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-17","","㎍/㎥","150","34","정상","","ppm","1000","466","정상","","ppm","10","1","정상","","ppm","0.05","0.013","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-17","","㎍/㎥","150","66","정상","","ppm","1000","561","정상","","ppm","10","0.7","정상","","ppm","0.05","0.02","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-16","","㎍/㎥","150","44","정상","","ppm","1000","504","정상","","ppm","10","0.6","정상","","ppm","0.05","0.057","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-16","","㎍/㎥","150","39","정상","","ppm","1000","510","정상","","ppm","10","0.9","정상","","ppm","0.05","0.029","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-16","","㎍/㎥","150","63","정상","","ppm","1000","534","정상","","ppm","10","0.6","정상","","ppm","0.05","0.024","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-16","","㎍/㎥","150","47","정상","","ppm","1000","570","정상","","ppm","10","0.8","정상","","ppm","0.05","0.058","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-15","","㎍/㎥","150","66","정상","","ppm","1000","542","정상","","ppm","10","0.5","정상","","ppm","0.05","0.026","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-15","","㎍/㎥","150","52","정상","","ppm","1000","597","정상","","ppm","10","0.7","정상","","ppm","0.05","0.054","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-15","","㎍/㎥","150","43","정상","","ppm","1000","555","정상","","ppm","10","0.8","정상","","ppm","0.05","0.053","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-15","","㎍/㎥","150","45","정상","","ppm","1000","498","정상","","ppm","10","0.5","정상","","ppm","0.05","0.053","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-14","","㎍/㎥","150","60","정상","","ppm","1000","493","정상","","ppm","10","0.5","정상","","ppm","0.05","0.025","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-14","","㎍/㎥","150","40","정상","","ppm","1000","549","정상","","ppm","10","0.8","정상","","ppm","0.05","0.058","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-14","","㎍/㎥","150","41","정상","","ppm","1000","503","정상","","ppm","10","0.5","정상","","ppm","0.05","0.049","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-14","","㎍/㎥","150","63","정상","","ppm","1000","603","정상","","ppm","10","0.7","정상","","ppm","0.05","0.054","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-11","","㎍/㎥","150","36","정상","","ppm","1000","518","정상","","ppm","10","0.9","정상","","ppm","0.05","0.054","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-11","","㎍/㎥","150","61","정상","","ppm","1000","511","정상","","ppm","10","0.7","정상","","ppm","0.05","0.049","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-11","","㎍/㎥","150","40","정상","","ppm","1000","402","정상","","ppm","10","0.8","정상","","ppm","0.05","0.052","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-11","","㎍/㎥","150","119","정상","","ppm","1000","438","정상","","ppm","10","0.5","정상","","ppm","0.05","0.019","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-10","","㎍/㎥","150","119","정상","","ppm","1000","448","정상","","ppm","10","0.5","정상","","ppm","0.05","0.011","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-10","","㎍/㎥","150","35","정상","","ppm","1000","418","정상","","ppm","10","0.7","정상","","ppm","0.05","0.055","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-10","","㎍/㎥","150","62","정상","","ppm","1000","509","정상","","ppm","10","0.7","정상","","ppm","0.05","0.041","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-10","","㎍/㎥","150","64","정상","","ppm","1000","504","정상","","ppm","10","0.7","정상","","ppm","0.05","0.056","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-09","","㎍/㎥","150","39","정상","","ppm","1000","403","정상","","ppm","10","0.8","정상","","ppm","0.05","0.041","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-09","","㎍/㎥","150","42","정상","","ppm","1000","505","정상","","ppm","10","0.6","정상","","ppm","0.05","0.03","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-09","","㎍/㎥","150","119","정상","","ppm","1000","423","정상","","ppm","10","0.5","정상","","ppm","0.05","0.017","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-09","","㎍/㎥","150","55","정상","","ppm","1000","473","정상","","ppm","10","0.6","정상","","ppm","0.05","0.034","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-08","","㎍/㎥","150","64","정상","","ppm","1000","644","정상","","ppm","10","0.8","정상","","ppm","0.05","0.047","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-08","","㎍/㎥","150","119","정상","","ppm","1000","451","정상","","ppm","10","0.6","정상","","ppm","0.05","0.02","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-08","","㎍/㎥","150","56","정상","","ppm","1000","513","정상","","ppm","10","0.8","정상","","ppm","0.05","0.046","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-08","","㎍/㎥","150","50","정상","","ppm","1000","423","정상","","ppm","10","0.9","정상","","ppm","0.05","0.054","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-07","","㎍/㎥","150","50","정상","","ppm","1000","616","정상","","ppm","10","0.8","정상","","ppm","0.05","0.047","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-07","","㎍/㎥","150","44","정상","","ppm","1000","430","정상","","ppm","10","0.9","정상","","ppm","0.05","0.054","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-07","","㎍/㎥","150","61","정상","","ppm","1000","544","정상","","ppm","10","0.8","정상","","ppm","0.05","0.045","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-07","","㎍/㎥","150","90","정상","","ppm","1000","448","정상","","ppm","10","0.5","정상","","ppm","0.05","0.017","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-04","","㎍/㎥","150","84","정상","","ppm","1000","555","정상","","ppm","10","1","정상","","ppm","0.05","0.065","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-04","","㎍/㎥","150","57","정상","","ppm","1000","569","정상","","ppm","10","1.1","정상","","ppm","0.05","0.073","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-04","","㎍/㎥","150","79","정상","","ppm","1000","447","정상","","ppm","10","0.7","정상","","ppm","0.05","0.015","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-04","","㎍/㎥","150","76","정상","","ppm","1000","459","정상","","ppm","10","0.6","정상","","ppm","0.05","0.077","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-03","","㎍/㎥","150","79","정상","","ppm","1000","526","정상","","ppm","10","1","정상","","ppm","0.05","0.059","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-03","","㎍/㎥","150","85","정상","","ppm","1000","431","정상","","ppm","10","0.7","정상","","ppm","0.05","0.018","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-03","","㎍/㎥","150","56","정상","","ppm","1000","550","정상","","ppm","10","1","정상","","ppm","0.05","0.064","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-03","","㎍/㎥","150","76","정상","","ppm","1000","431","정상","","ppm","10","0.8","정상","","ppm","0.05","0.064","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-02","","㎍/㎥","150","61","정상","","ppm","1000","400","정상","","ppm","10","0.5","정상","","ppm","0.05","0.019","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-02","","㎍/㎥","150","32","정상","","ppm","1000","493","정상","","ppm","10","0.7","정상","","ppm","0.05","0.044","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-02","","㎍/㎥","150","53","정상","","ppm","1000","465","정상","","ppm","10","0.6","정상","","ppm","0.05","0.042","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-02","","㎍/㎥","150","49","정상","","ppm","1000","409","정상","","ppm","10","0.8","정상","","ppm","0.05","0.046","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-04-01","","㎍/㎥","150","51","정상","","ppm","1000","504","정상","","ppm","10","0.6","정상","","ppm","0.05","0.042","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-04-01","","㎍/㎥","150","27","정상","","ppm","1000","540","정상","","ppm","10","0.7","정상","","ppm","0.05","0.041","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-04-01","","㎍/㎥","150","47","정상","","ppm","1000","465","정상","","ppm","10","0.4","정상","","ppm","0.05","0.019","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-04-01","","㎍/㎥","150","30","정상","","ppm","1000","411","정상","","ppm","10","0.7","정상","","ppm","0.05","0.047","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-03-31","","㎍/㎥","150","54","정상","","ppm","1000","445","정상","","ppm","10","1","정상","","ppm","0.05","0.058","정상",""
