"시설명","지점명","날짜","시간","PM10단위","PM10기준치","PM10측정값","PM10측정기","PM10D/L","CO2단위","CO2기준치","CO2측정값","CO2측정기","CO2D/L","CO단위","CO기준치","CO측정값","CO측정기","COD/L","NO2단위","NO2기준치","NO2측정값","NO2측정기","NO2D/L"
"서울충무로역 [지자체]","충무로역대합실","2016-06-09","","㎍/㎥","150","49","정상","","ppm","1000","608","정상","","ppm","10","0.8","정상","","ppm","0.05","0.05","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-06-09","","㎍/㎥","150","37","정상","","ppm","1000","572","정상","","ppm","10","0.8","정상","","ppm","0.05","0.057","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-06-09","","㎍/㎥","150","46","정상","","ppm","1000","499","정상","","ppm","10","0.6","정상","","ppm","0.05","0.047","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-06-08","","㎍/㎥","150","40","정상","","ppm","1000","444","정상","","ppm","10","0.5","정상","","ppm","0.05","0.039","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-06-08","","㎍/㎥","150","45","정상","","ppm","1000","544","정상","","ppm","10","0.6","정상","","ppm","0.05","0.041","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-06-08","","㎍/㎥","150","38","정상","","ppm","1000","473","정상","","ppm","10","0.5","정상","","ppm","0.05","0.042","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-06-08","","㎍/㎥","150","24","정상","","ppm","1000","528","정상","","ppm","10","0.7","정상","","ppm","0.05","0.049","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-06-07","","㎍/㎥","150","40","정상","","ppm","1000","496","정상","","ppm","10","0.7","정상","","ppm","0.05","0.047","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-06-07","","㎍/㎥","150","26","정상","","ppm","1000","543","정상","","ppm","10","0.7","정상","","ppm","0.05","0.049","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-06-07","","㎍/㎥","150","44","정상","","ppm","1000","591","정상","","ppm","10","0.7","정상","","ppm","0.05","0.049","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-06-07","","㎍/㎥","150","43","정상","","ppm","1000","489","정상","","ppm","10","0.6","정상","","ppm","0.05","0.049","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-06-06","","㎍/㎥","150","35","정상","","ppm","1000","471","정상","","ppm","10","0.5","정상","","ppm","0.05","0.044","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-06-06","","㎍/㎥","150","23","정상","","ppm","1000","523","정상","","ppm","10","0.5","정상","","ppm","0.05","0.054","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-06-06","","㎍/㎥","150","40","정상","","ppm","1000","469","정상","","ppm","10","0.5","정상","","ppm","0.05","0.052","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-06-06","","㎍/㎥","150","36","정상","","ppm","1000","520","정상","","ppm","10","0.5","정상","","ppm","0.05","0.042","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-06-05","","㎍/㎥","150","50","정상","","ppm","1000","475","정상","","ppm","10","0.6","정상","","ppm","0.05","0.052","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-06-05","","㎍/㎥","150","30","정상","","ppm","1000","531","정상","","ppm","10","0.6","정상","","ppm","0.05","0.045","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-06-05","","㎍/㎥","150","43","정상","","ppm","1000","532","정상","","ppm","10","0.6","정상","","ppm","0.05","0.053","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-06-05","","㎍/㎥","150","52","정상","","ppm","1000","497","정상","","ppm","10","0.6","정상","","ppm","0.05","0.051","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-06-04","","㎍/㎥","150","48","정상","","ppm","1000","503","정상","","ppm","10","0.6","정상","","ppm","0.05","0.05","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-06-04","","㎍/㎥","150","47","정상","","ppm","1000","578","정상","","ppm","10","0.7","정상","","ppm","0.05","0.055","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-06-04","","㎍/㎥","150","33","정상","","ppm","1000","559","정상","","ppm","10","0.7","정상","","ppm","0.05","0.053","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-06-04","","㎍/㎥","150","49","정상","","ppm","1000","485","정상","","ppm","10","0.6","정상","","ppm","0.05","0.053","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-06-03","","㎍/㎥","150","41","정상","","ppm","1000","595","정상","","ppm","10","0.8","정상","","ppm","0.05","0.063","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-06-03","","㎍/㎥","150","47","정상","","ppm","1000","481","정상","","ppm","10","0.5","정상","","ppm","0.05","0.058","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-06-03","","㎍/㎥","150","49","정상","","ppm","1000","506","정상","","ppm","10","0.7","정상","","ppm","0.05","0.053","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-06-03","","㎍/㎥","150","61","정상","","ppm","1000","615","정상","","ppm","10","0.7","정상","","ppm","0.05","0.06","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-06-02","","㎍/㎥","150","36","정상","","ppm","1000","479","정상","","ppm","10","0.6","정상","","ppm","0.05","0.052","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-06-02","","㎍/㎥","150","43","정상","","ppm","1000","503","정상","","ppm","10","0.7","정상","","ppm","0.05","0.046","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-06-02","","㎍/㎥","150","23","정상","","ppm","1000","542","정상","","ppm","10","0.7","정상","","ppm","0.05","0.055","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-06-02","","㎍/㎥","150","49","정상","","ppm","1000","586","정상","","ppm","10","0.7","정상","","ppm","0.05","0.052","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-06-01","","㎍/㎥","150","53","정상","","ppm","1000","469","정상","","ppm","10","0.6","정상","","ppm","0.05","0.05","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-06-01","","㎍/㎥","150","27","정상","","ppm","1000","512","정상","","ppm","10","0.6","정상","","ppm","0.05","0.043","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-06-01","","㎍/㎥","150","52","정상","","ppm","1000","465","정상","","ppm","10","0.6","정상","","ppm","0.05","0.048","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-06-01","","㎍/㎥","150","49","정상","","ppm","1000","546","정상","","ppm","10","0.7","정상","","ppm","0.05","0.042","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-31","","㎍/㎥","150","40","정상","","ppm","1000","551","정상","","ppm","10","1","정상","","ppm","0.05","0.061","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-31","","㎍/㎥","150","67","정상","","ppm","1000","484","정상","","ppm","10","0.7","정상","","ppm","0.05","0.051","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-31","","㎍/㎥","150","76","정상","","ppm","1000","572","정상","","ppm","10","0.8","정상","","ppm","0.05","0.058","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-31","","㎍/㎥","150","77","정상","","ppm","1000","503","정상","","ppm","10","0.8","정상","","ppm","0.05","0.046","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-30","","㎍/㎥","150","76","정상","","ppm","1000","494","정상","","ppm","10","0.8","정상","","ppm","0.05","0.059","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-30","","㎍/㎥","150","66","정상","","ppm","1000","583","정상","","ppm","10","0.9","정상","","ppm","0.05","0.079","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-30","","㎍/㎥","150","84","정상","","ppm","1000","509","정상","","ppm","10","1","정상","","ppm","0.05","0.054","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-30","","㎍/㎥","150","44","정상","","ppm","1000","536","정상","","ppm","10","1.1","정상","","ppm","0.05","0.072","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-29","","㎍/㎥","150","65","정상","","ppm","1000","479","정상","","ppm","10","0.7","정상","","ppm","0.05","0.055","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-29","","㎍/㎥","150","71","정상","","ppm","1000","477","정상","","ppm","10","0.8","정상","","ppm","0.05","0.045","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-29","","㎍/㎥","150","56","정상","","ppm","1000","530","정상","","ppm","10","0.8","정상","","ppm","0.05","0.057","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-29","","㎍/㎥","150","36","정상","","ppm","1000","542","정상","","ppm","10","0.8","정상","","ppm","0.05","0.056","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-28","","㎍/㎥","150","64","정상","","ppm","1000","505","정상","","ppm","10","0.7","정상","","ppm","0.05","0.06","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-28","","㎍/㎥","150","68","정상","","ppm","1000","531","정상","","ppm","10","0.7","정상","","ppm","0.05","0.051","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-28","","㎍/㎥","150","37","정상","","ppm","1000","574","정상","","ppm","10","0.9","정상","","ppm","0.05","0.064","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-28","","㎍/㎥","150","54","정상","","ppm","1000","573","정상","","ppm","10","0.8","정상","","ppm","0.05","0.061","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-27","","㎍/㎥","150","66","정상","","ppm","1000","616","정상","","ppm","10","1","정상","","ppm","0.05","0.06","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-27","","㎍/㎥","150","77","정상","","ppm","1000","533","정상","","ppm","10","0.8","정상","","ppm","0.05","0.055","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-27","","㎍/㎥","150","52","정상","","ppm","1000","582","정상","","ppm","10","1.1","정상","","ppm","0.05","0.066","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-27","","㎍/㎥","150","81","정상","","ppm","1000","520","정상","","ppm","10","0.9","정상","","ppm","0.05","0.062","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-26","","㎍/㎥","150","73","정상","","ppm","1000","463","정상","","ppm","10","0.8","정상","","ppm","0.05","0.047","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-26","","㎍/㎥","150","54","정상","","ppm","1000","569","정상","","ppm","10","1.2","정상","","ppm","0.05","0.067","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-26","","㎍/㎥","150","76","정상","","ppm","1000","448","정상","","ppm","10","0.7","정상","","ppm","0.05","0.052","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-26","","㎍/㎥","150","77","정상","","ppm","1000","613","정상","","ppm","10","1","정상","","ppm","0.05","0.063","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-25","","㎍/㎥","150","80","정상","","ppm","1000","505","정상","","ppm","10","0.8","정상","","ppm","0.05","0.049","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-25","","㎍/㎥","150","63","정상","","ppm","1000","546","정상","","ppm","10","0.8","정상","","ppm","0.05","0.055","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-25","","㎍/㎥","150","72","정상","","ppm","1000","488","정상","","ppm","10","0.7","정상","","ppm","0.05","0.05","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-25","","㎍/㎥","150","43","정상","","ppm","1000","504","정상","","ppm","10","0.9","정상","","ppm","0.05","0.059","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-24","","㎍/㎥","150","43","정상","","ppm","1000","481","정상","","ppm","10","0.6","정상","","ppm","0.05","0.036","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-24","","㎍/㎥","150","46","정상","","ppm","1000","573","정상","","ppm","10","0.7","정상","","ppm","0.05","0.052","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-24","","㎍/㎥","150","26","정상","","ppm","1000","532","정상","","ppm","10","0.8","정상","","ppm","0.05","0.056","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-24","","㎍/㎥","150","44","정상","","ppm","1000","482","정상","","ppm","10","0.5","정상","","ppm","0.05","0.047","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-23","","㎍/㎥","150","74","정상","","ppm","1000","542","정상","","ppm","10","0.8","정상","","ppm","0.05","0.061","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-23","","㎍/㎥","150","65","정상","","ppm","1000","503","정상","","ppm","10","0.7","정상","","ppm","0.05","0.071","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-23","","㎍/㎥","150","40","정상","","ppm","1000","566","정상","","ppm","10","1","정상","","ppm","0.05","0.081","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-23","","㎍/㎥","150","95","정상","","ppm","1000","595","정상","","ppm","10","0.9","정상","","ppm","0.05","0.071","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-22","","㎍/㎥","150","65","정상","","ppm","1000","499","정상","","ppm","10","0.8","정상","","ppm","0.05","0.062","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-22","","㎍/㎥","150","31","정상","","ppm","1000","531","정상","","ppm","10","0.6","정상","","ppm","0.05","0.061","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-22","","㎍/㎥","150","52","정상","","ppm","1000","486","정상","","ppm","10","0.6","정상","","ppm","0.05","0.058","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-22","","㎍/㎥","150","76","정상","","ppm","1000","545","정상","","ppm","10","0.6","정상","","ppm","0.05","0.057","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-21","","㎍/㎥","150","63","정상","","ppm","1000","599","정상","","ppm","10","0.8","정상","","ppm","0.05","0.062","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-21","","㎍/㎥","150","24","정상","","ppm","1000","566","정상","","ppm","10","0.7","정상","","ppm","0.05","0.066","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-21","","㎍/㎥","150","63","정상","","ppm","1000","570","정상","","ppm","10","0.7","정상","","ppm","0.05","0.069","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-21","","㎍/㎥","150","46","정상","","ppm","1000","502","정상","","ppm","10","0.6","정상","","ppm","0.05","0.06","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-20","","㎍/㎥","150","69","정상","","ppm","1000","576","정상","","ppm","10","0.9","정상","","ppm","0.05","0.069","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-20","","㎍/㎥","150","106","정상","","ppm","1000","646","정상","","ppm","10","2.3","정상","","ppm","0.05","0.07","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-20","","㎍/㎥","150","69","정상","","ppm","1000","566","정상","","ppm","10","0.8","정상","","ppm","0.05","0.072","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-20","","㎍/㎥","150","29","정상","","ppm","1000","601","정상","","ppm","10","1","정상","","ppm","0.05","0.083","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-19","","㎍/㎥","150","58","정상","","ppm","1000","245","정상","","ppm","10","0.3","정상","","ppm","0.05","0.058","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-19","","㎍/㎥","150","60","정상","","ppm","1000","632","정상","","ppm","10","1.1","정상","","ppm","0.05","0.059","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-19","","㎍/㎥","150","27","정상","","ppm","1000","590","정상","","ppm","10","0.9","정상","","ppm","0.05","0.071","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-19","","㎍/㎥","150","54","정상","","ppm","1000","531","정상","","ppm","10","0.7","정상","","ppm","0.05","0.062","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-18","","㎍/㎥","150","53","정상","","ppm","1000","269","정상","","ppm","10","0.2","정상","","ppm","0.05","0.052","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-18","","㎍/㎥","150","47","정상","","ppm","1000","426","정상","","ppm","10","0.6","정상","","ppm","0.05","0.051","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-18","","㎍/㎥","150","63","정상","","ppm","1000","585","정상","","ppm","10","1.1","정상","","ppm","0.05","0.055","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-18","","㎍/㎥","150","29","정상","","ppm","1000","552","정상","","ppm","10","0.9","정상","","ppm","0.05","0.067","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-17","","㎍/㎥","150","63","정상","","ppm","1000","539","정상","","ppm","10","0.8","정상","","ppm","0.05","0.06","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-17","","㎍/㎥","150","95","정상","","ppm","1000","676","정상","","ppm","10","1","정상","","ppm","0.05","0.059","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-17","","㎍/㎥","150","38","정상","","ppm","1000","587","정상","","ppm","10","1.1","정상","","ppm","0.05","0.074","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-17","","㎍/㎥","150","69","정상","","ppm","1000","544","정상","","ppm","10","0.3","정상","","ppm","0.05","0.055","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-16","","㎍/㎥","150","21","정상","","ppm","1000","531","정상","","ppm","10","0.8","정상","","ppm","0.05","0.049","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-16","","㎍/㎥","150","37","정상","","ppm","1000","467","정상","","ppm","10","0.5","정상","","ppm","0.05","0.036","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-16","","㎍/㎥","150","40","정상","","ppm","1000","482","정상","","ppm","10","0.3","정상","","ppm","0.05","0.031","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-16","","㎍/㎥","150","61","정상","","ppm","1000","591","정상","","ppm","10","0.7","정상","","ppm","0.05","0.04","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-15","","㎍/㎥","150","34","정상","","ppm","1000","467","정상","","ppm","10","0.5","정상","","ppm","0.05","0.038","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-15","","㎍/㎥","150","69","정상","","ppm","1000","540","정상","","ppm","10","1.1","정상","","ppm","0.05","0.038","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-15","","㎍/㎥","150","22","정상","","ppm","1000","517","정상","","ppm","10","0.5","정상","","ppm","0.05","0.041","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-15","","㎍/㎥","150","43","정상","","ppm","1000","477","정상","","ppm","10","0.2","정상","","ppm","0.05","0.035","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-14","","㎍/㎥","150","26","정상","","ppm","1000","568","정상","","ppm","10","0.7","정상","","ppm","0.05","0.058","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-14","","㎍/㎥","150","50","정상","","ppm","1000","543","정상","","ppm","10","0.7","정상","","ppm","0.05","0.054","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-14","","㎍/㎥","150","67","정상","","ppm","1000","617","정상","","ppm","10","0.9","정상","","ppm","0.05","0.057","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-14","","㎍/㎥","150","38","정상","","ppm","1000","498","정상","","ppm","10","0.6","정상","","ppm","0.05","0.051","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-13","","㎍/㎥","150","42","정상","","ppm","1000","489","정상","","ppm","10","0.6","정상","","ppm","0.05","0.045","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-13","","㎍/㎥","150","63","정상","","ppm","1000","624","정상","","ppm","10","0.8","정상","","ppm","0.05","0.046","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-13","","㎍/㎥","150","53","정상","","ppm","1000","546","정상","","ppm","10","0.7","정상","","ppm","0.05","0.045","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-13","","㎍/㎥","150","29","정상","","ppm","1000","574","정상","","ppm","10","0.8","정상","","ppm","0.05","0.048","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-12","","㎍/㎥","150","37","정상","","ppm","1000","496","정상","","ppm","10","0.5","정상","","ppm","0.05","0.048","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-12","","㎍/㎥","150","50","정상","","ppm","1000","528","정상","","ppm","10","0.7","정상","","ppm","0.05","0.046","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-12","","㎍/㎥","150","24","정상","","ppm","1000","555","정상","","ppm","10","0.8","정상","","ppm","0.05","0.061","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-12","","㎍/㎥","150","56","정상","","ppm","1000","623","정상","","ppm","10","0.8","정상","","ppm","0.05","0.05","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-11","","㎍/㎥","150","37","정상","","ppm","1000","491","정상","","ppm","10","0.6","정상","","ppm","0.05","0.04","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-11","","㎍/㎥","150","21","정상","","ppm","1000","520","정상","","ppm","10","0.6","정상","","ppm","0.05","0.041","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-11","","㎍/㎥","150","50","정상","","ppm","1000","564","정상","","ppm","10","0.6","정상","","ppm","0.05","0.037","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-11","","㎍/㎥","150","31","정상","","ppm","1000","442","정상","","ppm","10","0.5","정상","","ppm","0.05","0.041","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-10","","㎍/㎥","150","29","정상","","ppm","1000","535","정상","","ppm","10","0.5","정상","","ppm","0.05","0.035","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-10","","㎍/㎥","150","39","정상","","ppm","1000","473","정상","","ppm","10","0.6","정상","","ppm","0.05","0.045","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-10","","㎍/㎥","150","60","정상","","ppm","1000","615","정상","","ppm","10","0.7","정상","","ppm","0.05","0.037","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-10","","㎍/㎥","150","60","정상","","ppm","1000","510","정상","","ppm","10","0.7","정상","","ppm","0.05","0.049","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-09","","㎍/㎥","150","42","정상","","ppm","1000","600","정상","","ppm","10","0.7","정상","","ppm","0.05","0.058","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-09","","㎍/㎥","150","49","정상","","ppm","1000","514","정상","","ppm","10","0.6","정상","","ppm","0.05","0.055","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-09","","㎍/㎥","150","63","정상","","ppm","1000","527","정상","","ppm","10","0.7","정상","","ppm","0.05","0.044","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-09","","㎍/㎥","150","60","정상","","ppm","1000","614","정상","","ppm","10","0.7","정상","","ppm","0.05","0.048","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-08","","㎍/㎥","150","35","정상","","ppm","1000","564","정상","","ppm","10","0.6","정상","","ppm","0.05","0.045","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-08","","㎍/㎥","150","53","정상","","ppm","1000","478","정상","","ppm","10","0.6","정상","","ppm","0.05","0.046","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-08","","㎍/㎥","150","53","정상","","ppm","1000","544","정상","","ppm","10","0.6","정상","","ppm","0.05","0.043","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-08","","㎍/㎥","150","44","정상","","ppm","1000","481","정상","","ppm","10","0.6","정상","","ppm","0.05","0.046","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-07","","㎍/㎥","150","80","정상","","ppm","1000","496","정상","","ppm","10","0.6","정상","","ppm","0.05","0.035","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-07","","㎍/㎥","150","75","정상","","ppm","1000","468","정상","","ppm","10","0.5","정상","","ppm","0.05","0.039","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-07","","㎍/㎥","150","55","정상","","ppm","1000","597","정상","","ppm","10","0.7","정상","","ppm","0.05","0.046","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-07","","㎍/㎥","150","62","정상","","ppm","1000","590","정상","","ppm","10","0.6","정상","","ppm","0.05","0.038","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-06","","㎍/㎥","150","48","정상","","ppm","1000","473","정상","","ppm","10","0.6","정상","","ppm","0.05","0.042","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-06","","㎍/㎥","150","52","정상","","ppm","1000","580","정상","","ppm","10","0.8","정상","","ppm","0.05","0.043","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-06","","㎍/㎥","150","43","정상","","ppm","1000","474","정상","","ppm","10","0.6","정상","","ppm","0.05","0.043","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-06","","㎍/㎥","150","39","정상","","ppm","1000","597","정상","","ppm","10","0.8","정상","","ppm","0.05","0.049","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-05","","㎍/㎥","150","38","정상","","ppm","1000","616","정상","","ppm","10","0.8","정상","","ppm","0.05","0.056","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-05","","㎍/㎥","150","55","정상","","ppm","1000","485","정상","","ppm","10","0.7","정상","","ppm","0.05","0.05","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-05","","㎍/㎥","150","52","정상","","ppm","1000","517","정상","","ppm","10","0.8","정상","","ppm","0.05","0.055","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-05","","㎍/㎥","150","57","정상","","ppm","1000","575","정상","","ppm","10","0.8","정상","","ppm","0.05","0.046","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2016-05-04","","㎍/㎥","150","25","정상","","ppm","1000","508","정상","","ppm","10","0.6","정상","","ppm","0.05","0.041","정상",""
"서울시청역 [지자체]","서울시청대합실","2016-05-04","","㎍/㎥","150","35","정상","","ppm","1000","433","정상","","ppm","10","0.5","정상","","ppm","0.05","0.026","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-04","","㎍/㎥","150","60","정상","","ppm","1000","579","정상","","ppm","10","0.5","정상","","ppm","0.05","0.031","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-04","","㎍/㎥","150","37","정상","","ppm","1000","416","정상","","ppm","10","0.3","정상","","ppm","0.05","0.027","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2016-05-03","","㎍/㎥","150","23","정상","","ppm","1000","446","정상","","ppm","10","0.4","정상","","ppm","0.05","0.025","정상",""
"서울충무로역 [지자체]","충무로역대합실","2016-05-03","","㎍/㎥","150","52","정상","","ppm","1000","576","정상","","ppm","10","0.5","정상","","ppm","0.05","0.03","정상",""
