"[AA]죄종별","죄종별","[BB]공범관계별","공범관계별","[Item]항목","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"0305","약취·유인","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","73","73","75","69","105","89","73","82","71",
"0305","약취·유인","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","6","3","3","2","1","3","1","-","4","2",
"0305","약취·유인","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","7","","","","","-","1","-","2",
"0305","약취·유인","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","8","1","4","14","2","3","11","2","4","5",
"0305","약취·유인","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","9","11","13","24","9","32","29","25","16","16",
"0305","약취·유인","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","-",
"0305","약취·유인","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","15","4","11","6","17","18","17","13","8","4",
"0305","약취·유인","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","4","2","1","2","","1","10","3","2","-",
"0305","약취·유인","BB208","애인","BB1[14STD04548]","범죄자[명]","명","4","1","1","2","4","","2","2","5","1",
"0305","약취·유인","BB209","기타","BB1[14STD04548]","범죄자[명]","명","59","44","40","25","36","48","19","27","43","41",
"0305","약취·유인","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","73","91","73","56","42","33","81","140","116",
"0306","폭력행위등","BB1","계","BB1[14STD04548]","범죄자[명]","명","103423","106256","89858","80113","73002","40963","36647","31885","28625","25342",
"0306","폭력행위등","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","35192","22259","22059","21280","24811","5325","3965","1748","1751","1646",
"0306","폭력행위등","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","70422","55210","47313","39684","29867","27357","24397","21410","18738",
"0306","폭력행위등","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","10377","12163","7561","6359","4774","3964","3960","3587","2990","2076",
"0306","폭력행위등","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","38","46","49","40","38","40","31","23","58","46",
"0306","폭력행위등","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","10114","9415","8589","7078","5640","4067","3512","2744","2296","2139",
"0306","폭력행위등","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","7005","6712","5634","5173","3872","2961","2678","2440","2061","1690",
"0306","폭력행위등","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","214","115","105","76","53","31","25","38","26","22",
"0306","폭력행위등","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","17106","17935","15071","13356","11551","9440","9304","8143","7763","7106",
"0306","폭력행위등","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","2705","2497","2364","2077","1886","1309","1178","1046","780","712",
"0306","폭력행위등","BB208","애인","BB1[14STD04548]","범죄자[명]","명","1493","1684","1480","1167","917","778","706","610","571","499",
"0306","폭력행위등","BB209","기타","BB1[14STD04548]","범죄자[명]","명","19179","19855","14357","11987","10953","7277","5963","5766","4865","4448",
"0306","폭력행위등","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","13575","12589","11520","8507","5771","5325","5740","5464","4958",
"0307","공갈","BB1","계","BB1[14STD04548]","범죄자[명]","명","3786","5455","3189","3674","2930","3638","3573","3521","3552","3434",
"0307","공갈","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","2921","3345","1822","2120","2033","2434","2336","1643","1660","1565",
"0307","공갈","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","1387","650","703","468","739","775","785","828","742",
"0307","공갈","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","165","390","123","117","53","120","134","139","113","82",
"0307","공갈","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","8","","1","2","4","3","-","-","4","3",
"0307","공갈","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","29","57","46","46","41","57","51","66","31","33",
"0307","공갈","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","42","38","36","52","23","35","51","31","43","31",
"0307","공갈","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","1","-","2","-",
"0307","공갈","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","232","397","156","173","148","220","241","286","263","230",
"0307","공갈","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","14","33","15","12","9","26","8","22","28","46",
"0307","공갈","BB208","애인","BB1[14STD04548]","범죄자[명]","명","15","25","10","24","17","17","23","20","24","16",
"0307","공갈","BB209","기타","BB1[14STD04548]","범죄자[명]","명","360","447","263","277","173","261","266","221","320","301",
"0307","공갈","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","723","717","851","429","465","462","1093","1064","1127",
"0308","손괴","BB1","계","BB1[14STD04548]","범죄자[명]","명","28749","29631","29295","29907","31749","34995","34900","35690","38438","38716",
"0308","손괴","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","27061","24472","24173","24618","29097","32450","32035","27661","29794","29634",
"0308","손괴","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","1762","1591","1395","1141","1341","1482","1731","1682","1681",
"0308","손괴","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","90","108","94","87","100","147","91","97","128","129",
"0308","손괴","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","1","","","","","","-","2","3","4",
"0308","손괴","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","276","239","293","231","214","230","317","279","280","307",
"0308","손괴","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","159","150","149","135","102","144","105","131","125","139",
"0308","손괴","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","3","4","7","4","4","1","1","1","2","2",
"0308","손괴","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","142","242","229","192","193","214","274","282","308","302",
"0308","손괴","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","18","49","19","32","28","27","21","30","36","26",
"0308","손괴","BB208","애인","BB1[14STD04548]","범죄자[명]","명","38","58","67","55","43","38","67","57","71","62",
"0308","손괴","BB209","기타","BB1[14STD04548]","범죄자[명]","명","961","912","733","659","457","540","606","852","729","710",
"0308","손괴","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","3397","3531","3894","1511","1204","1383","6298","6962","7401",
"04","지능범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","329399","280243","304025","286099","294379","287025","269117","292114","308782","307706",
"04","지능범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","282246","85563","94520","97371","171612","175996","162107","103964","115107","109453",
"04","지능범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","45333","44027","43054","39153","38177","38379","44470","48344","52234",
"04","지능범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","1318","1553","1380","1338","1445","1319","1283","1338","1346","1325",
"04","지능범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","139","204","153","172","200","184","231","184","220","283",
"04","지능범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","5293","5104","5412","5368","4746","5165","5776","4661","4686","4646",
"04","지능범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","3171","2977","3219","2930","2765","2494","2448","2435","2255","2134",
"04","지능범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","46","47","45","48","44","53","50","61","39","37",
"04","지능범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","3380","3714","3740","3579","4216","4774","4668","5208","6199","7199",
"04","지능범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","799","723","756","840","925","915","913","722","821","969",
"04","지능범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","785","828","944","988","940","887","909","977","959","1012",
"04","지능범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","32222","30183","28378","27791","23872","22386","22101","28884","31819","34629",
"04","지능범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","149347","165478","145674","83614","72852","68631","143680","145331","146019",
"0401","직무유기","BB1","계","BB1[14STD04548]","범죄자[명]","명","669","823","802","801","860","642","663","713","788","947",
"0401","직무유기","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","552","79","82","85","315","286","262","53","45","49",
"0401","직무유기","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","120","85","58","66","62","35","30","51","27",
"0401","직무유기","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","","","","","","2","-","-","-","-",
"0401","직무유기","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","-",
"0401","직무유기","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","89","61","53","43","43","35","23","18","28","26",
"0401","직무유기","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","-",
"0401","직무유기","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","","1","","","","-","-","-","-",
"0401","직무유기","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","","","","","","2","-","-","1","-",
"0401","직무유기","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","-",
"0401","직무유기","BB208","애인","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","1","-","-",
"0401","직무유기","BB209","기타","BB1[14STD04548]","범죄자[명]","명","28","59","31","15","23","23","12","11","22","1",
"0401","직무유기","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","624","635","658","479","294","366","630","692","871",
"0402","직권남용","BB1","계","BB1[14STD04548]","범죄자[명]","명","357","409","523","595","587","577","679","811","974","1021",
"0402","직권남용","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","283","45","48","42","179","202","221","58","56","65",
"0402","직권남용","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","56","72","60","40","46","87","117","99","65",
"0402","직권남용","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","-",
"0402","직권남용","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","-",
"0402","직권남용","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","53","39","33","45","26","16","56","77","71","39",
"0402","직권남용","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","","","","","1","","1","1","-","-",
"0402","직권남용","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","1","-",
"0402","직권남용","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","","","1","","","","2","-","-","-",
"0402","직권남용","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","","","","","1","","-","-","1","-",
"0402","직권남용","BB208","애인","BB1[14STD04548]","범죄자[명]","명","","","2","","","","-","-","-","-",
"0402","직권남용","BB209","기타","BB1[14STD04548]","범죄자[명]","명","21","17","36","15","12","30","28","39","26","26",
"0402","직권남용","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","308","403","493","368","329","371","636","819","891",
"0403","증수뢰","BB1","계","BB1[14STD04548]","범죄자[명]","명","1239","832","855","848","842","788","1128","1131","942","807",
"0403","증수뢰","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","622","283","279","251","373","336","442","322","246","255",
"0403","증수뢰","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","379","398","405","307","348","496","490","439","268",
"0403","증수뢰","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","2","1","1","","2","5","-","7","8","-",
"0403","증수뢰","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","-",
"0403","증수뢰","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","90","108","111","117","68","72","128","126","68","67",
"0403","증수뢰","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","6","6","1","7","3","3","9","6","1","8",
"0403","증수뢰","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","","2","1","","1","1","-","1","-",
"0403","증수뢰","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","6","6","2","1","","4","2","3","7","-",
"0403","증수뢰","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","5","7","2","2","4","10","1","5","7","-",
"0403","증수뢰","BB208","애인","BB1[14STD04548]","범죄자[명]","명","","2","1","1","1","","4","1","1","1",
"0403","증수뢰","BB209","기타","BB1[14STD04548]","범죄자[명]","명","508","249","278","276","229","253","351","342","346","192",
"0403","증수뢰","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","170","178","192","162","104","190","319","257","284",
"0404","통화","BB1","계","BB1[14STD04548]","범죄자[명]","명","121","163","434","334","286","220","531","255","143","86",
"0404","통화","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","63","47","55","61","78","71","383","55","39","20",
"0404","통화","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","58","73","29","54","61","50","21","27","7",
"0404","통화","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","10","12","6","6","5","9","2","-","3","-",
"0404","통화","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","5","1",
"0404","통화","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","","","","","2","","1","-","4","-",
"0404","통화","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","5","","9","4","","","2","-","1","-",
"0404","통화","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","2","","","","","","2","-","-","-",
"0404","통화","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","6","9","16","6","29","24","13","-","7","-",
"0404","통화","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","","10","8","","","4","2","3","-","-",
"0404","통화","BB208","애인","BB1[14STD04548]","범죄자[명]","명","","","","1","","3","2","13","-","-",
"0404","통화","BB209","기타","BB1[14STD04548]","범죄자[명]","명","35","27","34","12","18","21","26","5","7","6",
"0404","통화","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","58","306","244","154","88","98","179","77","59",
"0405","문서·인장","BB1","계","BB1[14STD04548]","범죄자[명]","명","22105","19479","20406","19460","19022","18024","15918","15576","16253","15465",
"0405","문서·인장","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","17175","6435","6776","6389","10159","10177","8754","4798","5104","4729",
"0405","문서·인장","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","4289","4149","3910","3188","2834","2438","2440","2437","2188",
"0405","문서·인장","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","349","494","339","347","272","273","215","179","194","111",
"0405","문서·인장","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","4","6","6","8","5","3","12","8","5","11",
"0405","문서·인장","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","385","383","342","463","360","415","412","385","313","267",
"0405","문서·인장","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","290","282","265","243","256","221","198","176","219","162",
"0405","문서·인장","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","4","","1","1","1","4","5","7","6","4",
"0405","문서·인장","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","310","409","334","339","307","312","299","388","261","267",
"0405","문서·인장","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","67","92","52","85","58","61","45","34","27","45",
"0405","문서·인장","BB208","애인","BB1[14STD04548]","범죄자[명]","명","62","52","63","55","69","44","29","29","44","36",
"0405","문서·인장","BB209","기타","BB1[14STD04548]","범죄자[명]","명","3459","2571","2747","2369","1860","1501","1223","1234","1368","1285",
"0405","문서·인장","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","8755","9481","9161","5675","5013","4726","8338","8712","8548",
"0406","유가증권인지","BB1","계","BB1[14STD04548]","범죄자[명]","명","1025","633","548","552","399","373","330","295","208","117",
"0406","유가증권인지","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","851","119","107","122","165","156","120","41","45","28",
"0406","유가증권인지","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","115","87","106","79","70","72","49","26","15",
"0406","유가증권인지","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","2","1","","","2","2","-","-","-","-",
"0406","유가증권인지","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","2","","","","-","2","-","-",
"0406","유가증권인지","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","22","11","9","9","3","7","10","4","2","-",
"0406","유가증권인지","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","8","5","6","3","4","14","1","3","-","-",
"0406","유가증권인지","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","-",
"0406","유가증권인지","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","6","1","3","","1","1","-","6","3","-",
"0406","유가증권인지","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","3","","1","","2","4","3","-","-","-",
"0406","유가증권인지","BB208","애인","BB1[14STD04548]","범죄자[명]","명","1","4","","","5","","2","-","2","-",
"0406","유가증권인지","BB209","기타","BB1[14STD04548]","범죄자[명]","명","132","93","66","94","62","42","56","34","19","15",
"0406","유가증권인지","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","399","354","324","155","147","138","205","137","74",
"0407","사기","BB1","계","BB1[14STD04548]","범죄자[명]","명","264634","220887","239309","222173","228205","223210","208482","229854","246160","245009",
"0407","사기","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","228522","65742","71946","75410","133423","136847","125331","80737","90825","85112",
"0407","사기","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","35270","33649","32659","30485","30157","30318","36527","41057","45554",
"0407","사기","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","715","806","741","777","878","772","798","939","974","1049",
"0407","사기","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","133","198","140","162","194","174","216","166","200","255",
"0407","사기","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","3472","3528","3645","3332","3011","3536","3801","2959","3108","3221",
"0407","사기","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","2404","2193","2344","2182","2008","1819","1808","1776","1630","1572",
"0407","사기","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","32","45","32","35","26","45","34","34","26","29",
"0407","사기","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","2786","2997","3078","2903","3526","4052","3982","4490","5616","6540",
"0407","사기","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","680","570","649","703","811","770","791","632","749","875",
"0407","사기","BB208","애인","BB1[14STD04548]","범죄자[명]","명","653","704","813","841","756","736","738","802","802","889",
"0407","사기","BB209","기타","BB1[14STD04548]","범죄자[명]","명","25237","24229","22207","21724","19275","18253","18150","24729","27952","31124",
"0407","사기","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","119875","133714","114104","64297","56206","52833","112590","114278","114343",
"0408","횡령","BB1","계","BB1[14STD04548]","범죄자[명]","명","31389","29507","32723","31975","35945","35583","33580","35270","35163","35930",
"0408","횡령","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","27763","11609","13907","13169","23873","24934","23807","16510","17513","18103",
"0408","횡령","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","3540","3760","3749","3493","3265","3254","3495","3028","2919",
"0408","횡령","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","237","239","287","204","279","251","259","209","163","164",
"0408","횡령","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","2","","5","2","1","7","3","6","9","12",
"0408","횡령","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","802","634","753","739","770","667","734","720","687","557",
"0408","횡령","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","382","367","445","364","413","348","345","346","293","299",
"0408","횡령","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","8","2","8","4","17","3","7","4","5","3",
"0408","횡령","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","249","266","295","318","338","362","357","313","295","383",
"0408","횡령","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","41","39","34","41","44","60","59","39","36","45",
"0408","횡령","BB208","애인","BB1[14STD04548]","범죄자[명]","명","64","56","60","86","96","96","125","121","94","81",
"0408","횡령","BB209","기타","BB1[14STD04548]","범죄자[명]","명","1841","1937","1873","1991","1535","1471","1365","1737","1446","1375",
"0408","횡령","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","14358","15056","15057","8579","7384","6519","15265","14622","14908",
"0409","배임","BB1","계","BB1[14STD04548]","범죄자[명]","명","7860","7510","8425","9361","8233","7608","7806","8209","8151","8324",
"0409","배임","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","6415","1204","1320","1842","3047","2987","2787","1390","1234","1092",
"0409","배임","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","1506","1754","2078","1441","1334","1629","1301","1180","1191",
"0409","배임","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","3","","6","4","7","5","9","4","4","1",
"0409","배임","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","2","1","4",
"0409","배임","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","380","340","466","620","463","417","611","372","405","469",
"0409","배임","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","76","124","149","127","80","89","84","127","111","93",
"0409","배임","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","","1","7","","","1","16","-","1",
"0409","배임","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","17","26","11","12","15","17","13","8","9","9",
"0409","배임","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","3","5","10","9","5","6","12","9","1","4",
"0409","배임","BB208","애인","BB1[14STD04548]","범죄자[명]","명","5","10","5","4","13","8","9","10","16","5",
"0409","배임","BB209","기타","BB1[14STD04548]","범죄자[명]","명","961","1001","1106","1295","858","792","890","753","633","605",
"0409","배임","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","4800","5351","5441","3745","3287","3390","5518","5737","6041",
"05","풍속범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","61383","50905","48014","41694","41083","45149","35781","32183","33779","34671",
"05","풍속범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","25123","15753","18398","14898","17096","25075","19098","14793","16601","18498",
"05","풍속범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","30760","25253","22710","21545","18549","15212","14457","13906","12566",
"05","풍속범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","215","261","259","206","278","231","209","227","206","276",
"05","풍속범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","1","2","2","1","5","3","3","13","5","4",
"05","풍속범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","4021","3986","3230","2849","2448","2090","1710","1668","1581","1193",
"05","풍속범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","114","107","80","88","98","112","61","65","62","42",
"05","풍속범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","18","12","12","15","7","16","9","9","13","12",
"05","풍속범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","7806","6909","6440","5952","6421","5554","4938","4620","4190","3799",
"05","풍속범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","1883","1216","1054","860","1000","762","696","620","652","737",
"05","풍속범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","659","820","711","849","144","50","39","68","84","51",
"05","풍속범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","21543","17447","13465","11890","11144","9731","7547","7167","7113","6452",
"05","풍속범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","4392","4363","4086","2442","1525","1471","2933","3272","3607",
"0501","성풍속범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","15209","16321","18688","13945","11917","11207","12046","12713","12473","13546",
"0501","성풍속범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","13416","11007","13520","9240","10334","10613","11352","10443","10005","10961",
"0501","성풍속범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","2562","2256","2043","575","420","427","771","791","696",
"0501","성풍속범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","38","43","71","74","56","72","81","96","97","122",
"0501","성풍속범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","3","1","-","4",
"0501","성풍속범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","138","278","229","193","80","42","35","81","82","34",
"0501","성풍속범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","15","29","24","28","9","10","11","15","19","5",
"0501","성풍속범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","1","2","2","","1","","2","-","1","3",
"0501","성풍속범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","40","37","50","45","48","55","57","82","99","108",
"0501","성풍속범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","28","17","20","16","9","6","15","11","31","14",
"0501","성풍속범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","638","794","694","829","119","23","22","48","58","36",
"0501","성풍속범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","895","1362","1166","858","253","212","201","437","404","370",
"0501","성풍속범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","2752","2912","2662","1008","174","267","1499","1677","1889",
"0502","도박범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","46174","34584","29326","27749","29166","33942","23735","19470","21306","21125",
"0502","도박범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","11707","4746","4878","5658","6762","14462","7746","4350","6596","7537",
"0502","도박범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","28198","22997","20667","20970","18129","14785","13686","13115","11870",
"0502","도박범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","177","218","188","132","222","159","128","131","109","154",
"0502","도박범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","1","2","2","1","5","3","-","12","5","-",
"0502","도박범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","3883","3708","3001","2656","2368","2048","1675","1587","1499","1159",
"0502","도박범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","99","78","56","60","89","102","50","50","43","37",
"0502","도박범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","17","10","10","15","6","16","7","9","12","9",
"0502","도박범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","7766","6872","6390","5907","6373","5499","4881","4538","4091","3691",
"0502","도박범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","1855","1199","1034","844","991","756","681","609","621","723",
"0502","도박범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","21","26","17","20","25","27","17","20","26","15",
"0502","도박범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","20648","16085","12299","11032","10891","9519","7346","6730","6709","6082",
"0502","도박범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","1640","1451","1424","1434","1351","1204","1434","1595","1718",
"06","특별경제범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","91622","93427","83308","87648","90356","77669","72452","75348","79175","67904",
"06","특별경제범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","72850","45064","39573","44340","60143","51966","47099","38083","40579","33545",
"06","특별경제범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","18818","13928","14866","13521","13483","14251","15563","17251","14097",
"06","특별경제범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","211","194","192","219","178","174","143","157","175","145",
"06","특별경제범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","11","7","7","9","25","13","23","19","28","20",
"06","특별경제범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","3476","2825","2489","2667","2319","2268","1941","1899","2016","2070",
